Nombre componente/instancia;CHECK UNICIDAD;TORRE;ENTORNO;DUPLICADO?;VERIFICACION EN LISTA ENTITIES DYNATRACE;VERIFICACION CMDB - ESTADO;VERIFICACION CMDB - GRUPO;VERIFICACION CMDB - ENTORNO;VERIFICACION CMDB - SISTEMA OPERATIVO;CHECK INVENTARIO PLAN;Estado Monitoreo Integración;MARCA OBSOLESCENCIA;[Instancia] : Nombre ORI;[Instancia] : Motor de Base de Datos;[Servidor] : Display Label;Notas;Réplicación 
DRECXDB007;1;BDD SERV;DCA;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;UNIX;Producción;AIX - 7.3.0.0;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;DRECXDB007;oracle;DRP0162;;Oracle Dataguard
DRECXDB007;0;UNIX;DCA;DUPLICADO;ENTITIES DYNATRACE;Operativo;UNIX;Producción;AIX - 7.3.0.0;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;DRECXDB007;Instancia IBM LPAR;Operativo;VERDADERO;
DRECXDB008;1;BDD INST;DCA;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;UNIX;Producción;AIX - 7.2.0.0;NO ENCONTRADO EN PLAN;Remote Host Unix (Extension);OBSOLETO;DRECXDB008;oracle;DRECXDB008;Servidor de Restauraciones;Oracle Dataguard
DRECXDB008;0;BDD SERV;DCA;DUPLICADO;ENTITIES DYNATRACE;Operativo;UNIX;Producción;AIX - 7.2.0.0;NO ENCONTRADO EN PLAN;Remote Host Unix (Extension);OBSOLETO;DRECXDB008;oracle;DRECXDB008;Servidor de Restauraciones;Oracle Dataguard
DRECXDB008;0;UNIX;DCA;DUPLICADO;ENTITIES DYNATRACE;Operativo;UNIX;Producción;AIX - 7.2.0.0;NO ENCONTRADO EN PLAN;Remote Host Unix (Extension);OBSOLETO;DRECXDB008;Instancia IBM LPAR;Operativo;VERDADERO;
DRECXODB001;1;BDD SERV;DCA;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;UNIX;Producción;AIX - 7.2.0.0;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);VERIFICAR TL (5 soportado);DRECXODB001;db2;DB2ODM;;HADR
DRECXODB001;0;UNIX;DCA;DUPLICADO;ENTITIES DYNATRACE;Operativo;UNIX;Producción;AIX - 7.2.0.0;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);VERIFICAR TL (5 soportado);DRECXODB001;Instancia IBM LPAR;Operativo;VERDADERO;
DRLGNS21;1;BDD INST;DCA;NO DUPLICADO;Componente no encontrado en Dynatrace;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;NO ENCONTRADO EN PLAN;VERIFICAR CMDB;DRLGNS21;oracle;DRECBPHCGW;;Oracle Dataguard
DRM012;1;BDD INST;ENP;NO DUPLICADO;Componente no encontrado en Dynatrace;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;NO ENCONTRADO EN PLAN;VERIFICAR CMDB;DRM012;oracle;TSECBPHCCC;;
DRP0121;1;BDD INST;DCA;NO DUPLICADO;Componente no encontrado en Dynatrace;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;NO ENCONTRADO EN PLAN;VERIFICAR CMDB;DRP0121;oracle;DRECXDB002;;Oracle Dataguard
DRP0122;1;BDD INST;DCA;NO DUPLICADO;Componente no encontrado en Dynatrace;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;NO ENCONTRADO EN PLAN;VERIFICAR CMDB;DRP0122;oracle;DRECXDB003;;Oracle Dataguard
DRP0131;1;BDD INST;DCA;NO DUPLICADO;Componente no encontrado en Dynatrace;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;NO ENCONTRADO EN PLAN;VERIFICAR CMDB;DRP0131;oracle;DRECXDB002;;Oracle Dataguard
DRP0132;1;BDD INST;DCA;NO DUPLICADO;Componente no encontrado en Dynatrace;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;NO ENCONTRADO EN PLAN;VERIFICAR CMDB;DRP0132;oracle;DRECXDB003;;Oracle Dataguard
DRP0161;1;BDD INST;DCA;NO DUPLICADO;Componente no encontrado en Dynatrace;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;NO ENCONTRADO EN PLAN;VERIFICAR CMDB;DRP0161;oracle;DRECXDB006;;Oracle Dataguard
DRP0162;1;BDD INST;DCA;NO DUPLICADO;Componente no encontrado en Dynatrace;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;NO ENCONTRADO EN PLAN;VERIFICAR CMDB;DRP0162;oracle;DRECXDB007;;Oracle Dataguard
DRPOTAUT;1;BDD INST;DCA;NO DUPLICADO;Componente no encontrado en Dynatrace;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;NO ENCONTRADO EN PLAN;VERIFICAR CMDB;DRPOTAUT;oracle;DRECBPBINP1;;Oracle Dataguard
DRPOTNOT;1;BDD INST;DCA;NO DUPLICADO;Componente no encontrado en Dynatrace;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;NO ENCONTRADO EN PLAN;VERIFICAR CMDB;DRPOTNOT;oracle;DRECBPBINP1;;Oracle Dataguard
DRPROD1;1;BDD INST;DCA;NO DUPLICADO;Componente no encontrado en Dynatrace;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;NO ENCONTRADO EN PLAN;VERIFICAR CMDB;DRPROD1;oracle;DRECBPEBSP1;;Oracle Dataguard
DRPROD2;1;BDD INST;DCA;NO DUPLICADO;Componente no encontrado en Dynatrace;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;NO ENCONTRADO EN PLAN;VERIFICAR CMDB;DRPROD2;oracle;DRECBPEBSP3;;Oracle Dataguard
DSECBLO001;1;WINTEL;ENP;NO DUPLICADO;Componente no encontrado en Dynatrace;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;NO ENCONTRADO EN PLAN;VERIFICAR CMDB;DSECBLO001;NUTANIX;poweredOn;DSECBLO001;Enclosure
DSECBLO002;1;WINTEL;ENP;NO DUPLICADO;Componente no encontrado en Dynatrace;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;NO ENCONTRADO EN PLAN;VERIFICAR CMDB;DSECBLO002;NUTANIX;poweredOn;DSECBLO002;Enclosure
DSECBLO003;1;WINTEL;ENP;NO DUPLICADO;Componente no encontrado en Dynatrace;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;NO ENCONTRADO EN PLAN;VERIFICAR CMDB;DSECBLO003;NUTANIX;poweredOn;DSECBLO003;Enclosure
DSECBLO004;1;WINTEL;ENP;NO DUPLICADO;Componente no encontrado en Dynatrace;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;NO ENCONTRADO EN PLAN;VERIFICAR CMDB;DSECBLO004;NUTANIX;poweredOn;DSECBLO004;Enclosure
DSECBPHCAP;1;UNIX;DCP;NO DUPLICADO;PLAN COBERTURA;Operativo;UNIX;Desarrollo;AIX - 7.1.0.0;NO ENCONTRADO EN PLAN;Remote Host Unix (Extension);OBSOLETO;DSECBPHCAP;Instancia IBM LPAR;Operativo;VERDADERO;
DSECBPIB01;1;UNIX;DCP;NO DUPLICADO;PLAN COBERTURA;Operativo;UNIX;Desarrollo;AIX - 7.2.0.0;NO ENCONTRADO EN PLAN;Remote Host Unix (Extension);VERIFICAR TL (5 soportado);DSECBPIB01;Instancia IBM LPAR;Operativo;VERDADERO;
DSECBPIB02;1;UNIX;DCP;NO DUPLICADO;PLAN COBERTURA;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Remote Host Unix (Extension);VERIFICAR CMDB;DSECBPIB02;Instancia IBM LPAR;Operativo;VERDADERO;
DSECBPMP01;1;UNIX;DCP;NO DUPLICADO;PLAN COBERTURA;Operativo;UNIX;Desarrollo;AIX - 7.2.0.0;NO ENCONTRADO EN PLAN;Remote Host Unix (Extension);VERIFICAR TL (5 soportado);DSECBPMP01;Instancia IBM LPAR;Operativo;VERDADERO;
DSECBPOC01;1;UNIX;DCP;NO DUPLICADO;PLAN COBERTURA;Operativo;UNIX;Desarrollo;AIX - 7.2.0.0;NO ENCONTRADO EN PLAN;Remote Host Unix (Extension);VERIFICAR TL (5 soportado);DSECBPOC01;Instancia IBM LPAR;Operativo;VERDADERO;
DSECBPOC15;1;BDD SERV;ENP;NO DUPLICADO;PLAN COBERTURA;Operativo;UNIX;Desarrollo;AIX - 7.1.0.0;NO ENCONTRADO EN PLAN;Remote Host Unix (Extension);OBSOLETO;DSECBPOC15;oracle;DOTPNOT;;
DSECBPOC15;0;BDD SERV;ENP;DUPLICADO;PLAN COBERTURA;Operativo;UNIX;Desarrollo;AIX - 7.1.0.0;NO ENCONTRADO EN PLAN;Remote Host Unix (Extension);OBSOLETO;DSECBPOC15;oracle;DPOMN;;
DSECBPOC15;0;BDD SERV;ENP;DUPLICADO;PLAN COBERTURA;Operativo;UNIX;Desarrollo;AIX - 7.1.0.0;NO ENCONTRADO EN PLAN;Remote Host Unix (Extension);OBSOLETO;DSECBPOC15;oracle;DPOMNLOG;;
DSECBPOC15;0;BDD SERV;ENP;DUPLICADO;PLAN COBERTURA;Operativo;UNIX;Desarrollo;AIX - 7.1.0.0;NO ENCONTRADO EN PLAN;Remote Host Unix (Extension);OBSOLETO;DSECBPOC15;oracle;TESTREP;;
DSECBPOC15;0;UNIX;DCP;DUPLICADO;PLAN COBERTURA;Operativo;UNIX;Desarrollo;AIX - 7.1.0.0;NO ENCONTRADO EN PLAN;Remote Host Unix (Extension);OBSOLETO;DSECBPOC15;Instancia IBM LPAR;Operativo;VERDADERO;
DSECBPSG01;1;UNIX;DCP;NO DUPLICADO;PLAN COBERTURA;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Remote Host Unix (Extension);VERIFICAR CMDB;DSECBPSG01;Instancia IBM LPAR;Operativo;VERDADERO;
DSECBPSG03;1;BDD SERV;ENP;NO DUPLICADO;PLAN COBERTURA;Operativo;UNIX;Desarrollo;AIX - 7.2.0.0;NO ENCONTRADO EN PLAN;Remote Host Unix (Extension);VERIFICAR TL (5 soportado);DSECBPSG03;oracle;BPBPMD;CDBSIGLO;
DSECBPSG03;0;BDD SERV;ENP;DUPLICADO;PLAN COBERTURA;Operativo;UNIX;Desarrollo;AIX - 7.2.0.0;NO ENCONTRADO EN PLAN;Remote Host Unix (Extension);VERIFICAR TL (5 soportado);DSECBPSG03;oracle;BPBPMT;CDBSIGLO;
DSECBPSG03;0;BDD SERV;ENP;DUPLICADO;PLAN COBERTURA;Operativo;UNIX;Desarrollo;AIX - 7.2.0.0;NO ENCONTRADO EN PLAN;Remote Host Unix (Extension);VERIFICAR TL (5 soportado);DSECBPSG03;oracle;CRTOAUTD;;
DSECBPSG03;0;BDD SERV;ENP;DUPLICADO;PLAN COBERTURA;Operativo;UNIX;Desarrollo;AIX - 7.2.0.0;NO ENCONTRADO EN PLAN;Remote Host Unix (Extension);VERIFICAR TL (5 soportado);DSECBPSG03;oracle;DDES;CDBSIGLO;
DSECBPSG03;0;BDD SERV;ENP;DUPLICADO;PLAN COBERTURA;Operativo;UNIX;Desarrollo;AIX - 7.2.0.0;NO ENCONTRADO EN PLAN;Remote Host Unix (Extension);VERIFICAR TL (5 soportado);DSECBPSG03;oracle;DPBPMBIZ;CDBSIGLO;
DSECBPSG03;0;BDD SERV;ENP;DUPLICADO;PLAN COBERTURA;Operativo;UNIX;Desarrollo;AIX - 7.2.0.0;NO ENCONTRADO EN PLAN;Remote Host Unix (Extension);VERIFICAR TL (5 soportado);DSECBPSG03;oracle;DPSWITCH;CDBSIGLO;
DSECBPSG03;0;UNIX;DCP;DUPLICADO;PLAN COBERTURA;Operativo;UNIX;Desarrollo;AIX - 7.2.0.0;NO ENCONTRADO EN PLAN;Remote Host Unix (Extension);VERIFICAR TL (5 soportado);DSECBPSG03;Instancia IBM LPAR;Operativo;VERDADERO;
DSECLAP001;1;UNIX;ENP;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;UNIX;Desarrollo;Linux Red Hat - 8.10;NO ENCONTRADO EN PLAN;Remote Host Unix (Extension);CON SOPORTE;DSECLAP001;Red Hat Enterprise Linux 7 (64-bit);Operativo;WAS Omnicanalidad;B - Ecosistema Apetito de Riesgo
DSECLAP001;0;WINTEL;ENP;DUPLICADO;ENTITIES DYNATRACE;Operativo;UNIX;Desarrollo;Linux Red Hat - 8.10;NO ENCONTRADO EN PLAN;Remote Host Unix (Extension);CON SOPORTE;DSECLAP001;Red Hat Enterprise Linux 8 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
DSECLAP002;1;UNIX;ENP;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;UNIX;Desarrollo;Linux Red Hat - 8.10;NO ENCONTRADO EN PLAN;Remote Host Unix (Extension);CON SOPORTE;DSECLAP002;Red Hat Enterprise Linux 7 (64-bit);Operativo;WAS Omnicanalidad;B - Ecosistema Apetito de Riesgo
DSECLAP002;0;WINTEL;ENP;DUPLICADO;ENTITIES DYNATRACE;Operativo;UNIX;Desarrollo;Linux Red Hat - 8.10;NO ENCONTRADO EN PLAN;Remote Host Unix (Extension);CON SOPORTE;DSECLAP002;Red Hat Enterprise Linux 8 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
DSECLAP003;1;UNIX;ENP;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;UNIX;Desarrollo;Linux Red Hat - 8.10;NO ENCONTRADO EN PLAN;Remote Host Unix (Extension);CON SOPORTE;DSECLAP003;Red Hat Enterprise Linux 7 (64-bit);Operativo;Componentes de infraestructura - Unix;E - No Crítica
DSECLAP003;0;WINTEL;ENP;DUPLICADO;ENTITIES DYNATRACE;Operativo;UNIX;Desarrollo;Linux Red Hat - 8.10;NO ENCONTRADO EN PLAN;Remote Host Unix (Extension);CON SOPORTE;DSECLAP003;Red Hat Enterprise Linux 8 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
DSECLAP004;1;UNIX;ENP;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;UNIX;Desarrollo;Linux Red Hat - 8.10;NO ENCONTRADO EN PLAN;Remote Host Unix (Extension);CON SOPORTE;DSECLAP004;Red Hat Enterprise Linux 7 (64-bit);Operativo;Componentes de infraestructura - Unix;E - No Crítica
DSECLAP004;0;WINTEL;ENP;DUPLICADO;ENTITIES DYNATRACE;Operativo;UNIX;Desarrollo;Linux Red Hat - 8.10;NO ENCONTRADO EN PLAN;Remote Host Unix (Extension);CON SOPORTE;DSECLAP004;Red Hat Enterprise Linux 8 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
DSECLAP005;1;UNIX;ENP;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;UNIX;Desarrollo;Linux Red Hat - 7.9;NO ENCONTRADO EN PLAN;Remote Host Unix (Extension);CON SOPORTE;DSECLAP005;Red Hat Enterprise Linux 7 (64-bit);Operativo;Azure Devops;B - Ecosistema Apetito de Riesgo
DSECLAP005;0;WINTEL;ENP;DUPLICADO;ENTITIES DYNATRACE;Operativo;UNIX;Desarrollo;Linux Red Hat - 7.9;NO ENCONTRADO EN PLAN;Remote Host Unix (Extension);CON SOPORTE;DSECLAP005;Red Hat Enterprise Linux 7 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
DSECLDB001;1;UNIX;ENP;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;UNIX;Desarrollo;Linux Red Hat - 8.10;NO ENCONTRADO EN PLAN;Remote Host Unix (Extension);CON SOPORTE;DSECLDB001;Red Hat Enterprise Linux 7 (64-bit);Operativo;Componentes de infraestructura - Unix;E - No Crítica
DSECLDB001;0;WINTEL;ENP;DUPLICADO;ENTITIES DYNATRACE;Operativo;UNIX;Desarrollo;Linux Red Hat - 8.10;NO ENCONTRADO EN PLAN;Remote Host Unix (Extension);CON SOPORTE;DSECLDB001;Red Hat Enterprise Linux 8 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
DSECLDB002;1;UNIX;ENP;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;UNIX;Desarrollo;Linux Red Hat - 8.10;NO ENCONTRADO EN PLAN;Remote Host Unix (Extension);CON SOPORTE;DSECLDB002;Red Hat Enterprise Linux 7 (64-bit);Operativo;Componentes de infraestructura - Unix;E - No Crítica
DSECLDB002;0;WINTEL;ENP;DUPLICADO;ENTITIES DYNATRACE;Operativo;UNIX;Desarrollo;Linux Red Hat - 8.10;NO ENCONTRADO EN PLAN;Remote Host Unix (Extension);CON SOPORTE;DSECLDB002;Red Hat Enterprise Linux 8 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
DSECLSL002;1;UNIX;ENP;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;UNIX;Desarrollo;Linux Red Hat - 9.5;NO ENCONTRADO EN PLAN;NO ENCONTRADO EN PLAN;CON SOPORTE;DSECLSL002;Red Hat Enterprise Linux 9 (64-bit);Operativo;Red Hat Satellite;E - No Crítica
DSECLSL002;0;WINTEL;ENP;DUPLICADO;ENTITIES DYNATRACE;Operativo;UNIX;Desarrollo;Linux Red Hat - 9.5;NO ENCONTRADO EN PLAN;NO ENCONTRADO EN PLAN;CON SOPORTE;DSECLSL002;Red Hat Enterprise Linux 9 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
DSECLSL002_old;1;UNIX;ENP;NO DUPLICADO;Componente no encontrado en Dynatrace;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;NO ENCONTRADO EN PLAN;VERIFICAR CMDB;DSECLSL002_old;Red Hat Enterprise Linux 8 (64-bit);Operativo;Red Hat Satellite;E - No Crítica
DSECLSW001;1;UNIX;ENP;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;UNIX;Desarrollo;Linux Red Hat - 8.1;NO ENCONTRADO EN PLAN;NO ENCONTRADO EN PLAN;VERIFICAR CMDB;DSECLSW001;Red Hat Enterprise Linux 7 (64-bit);Operativo;Swift Alliance FullStack;A - Apetito de Riesgo Disponibilidad
DSECLSW001;0;WINTEL;ENP;DUPLICADO;ENTITIES DYNATRACE;Operativo;UNIX;Desarrollo;Linux Red Hat - 8.1;NO ENCONTRADO EN PLAN;NO ENCONTRADO EN PLAN;VERIFICAR CMDB;DSECLSW001;Red Hat Enterprise Linux 8 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
dsecsnx001;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Desarrollo;ESX - VMware ESXi 7.0.3 build-24585291;NO ENCONTRADO EN PLAN;MONITOREADO POR VMWARE ARIA OPERATIONS;CON SOPORTE;dsecsnx001;VMware ESXi 7.0.3 build-24411414;poweredOn;TSECWVC001;ESX Server
dsecsnx002;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Desarrollo;ESX - VMware ESXi 7.0.3 build-24585291;NO ENCONTRADO EN PLAN;MONITOREADO POR VMWARE ARIA OPERATIONS;CON SOPORTE;dsecsnx002;VMware ESXi 7.0.3 build-24411414;poweredOn;TSECWVC001;ESX Server
dsecsnx003;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Desarrollo;ESX - VMware ESXi 7.0.3 build-24585291;NO ENCONTRADO EN PLAN;MONITOREADO POR VMWARE ARIA OPERATIONS;CON SOPORTE;dsecsnx003;VMware ESXi 7.0.3 build-24411414;poweredOn;TSECWVC001;ESX Server
dsecsnx011;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Desarrollo;ESX - VMware ESXi 7.0.3 build-24585291;NO ENCONTRADO EN PLAN;NO ENCONTRADO EN PLAN;CON SOPORTE;dsecsnx011;VMware ESXi 7.0.3 build-24411414;poweredOn;TSECWVC001;ESX Server
dsecsnx012;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Desarrollo;ESX - VMware ESXi 7.0.3 build-24585291;NO ENCONTRADO EN PLAN;NO ENCONTRADO EN PLAN;CON SOPORTE;dsecsnx012;VMware ESXi 7.0.3 build-24411414;poweredOn;TSECWVC001;ESX Server
dsecsnx013;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Desarrollo;ESX - VMware ESXi 7.0.3 build-24585291;NO ENCONTRADO EN PLAN;NO ENCONTRADO EN PLAN;CON SOPORTE;dsecsnx013;VMware ESXi 7.0.3 build-24411414;poweredOn;TSECWVC001;ESX Server
dsecsnx014;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Desarrollo;ESX - VMware ESXi 7.0.3 build-24585291;NO ENCONTRADO EN PLAN;NO ENCONTRADO EN PLAN;CON SOPORTE;dsecsnx014;VMware ESXi 7.0.3 build-24411414;poweredOn;TSECWVC001;ESX Server
dsecwap003;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;Retirado;WINTEL;Desarrollo;Windows 2022 Standard - 10.0.20348;NO ENCONTRADO EN PLAN;NO ENCONTRADO EN PLAN;CON SOPORTE;dsecwap003;Microsoft Windows Server 2022 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
dsecwap003;0;WINTEL;ENP;DUPLICADO;ENTITIES DYNATRACE;Retirado;WINTEL;Desarrollo;Windows 2022 Standard - 10.0.20348;NO ENCONTRADO EN PLAN;NO ENCONTRADO EN PLAN;CON SOPORTE;dsecwap003;Microsoft Windows Server 2022 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
dsecwap004;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Desarrollo;Windows 2019 Standard - 10.0.17763;NO ENCONTRADO EN PLAN;NO ENCONTRADO EN PLAN;CON SOPORTE;dsecwap004;Microsoft Windows Server 2019 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
dsecwap005;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Desarrollo;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;NO ENCONTRADO EN PLAN;CON SOPORTE;dsecwap005;Microsoft Windows Server 2016 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
DSECWBC001;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;Retirado;WINTEL;Desarrollo;Windows 2003 Standard - 5.2.3790;NO ENCONTRADO EN PLAN;Integracion Vmware (Vcenters);OBSOLETO;DSECWBC001;Microsoft Windows Server 2003 Standard (32-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
DSECWCR001;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Desarrollo;Windows 2022 Standard - 10.0.20348;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;DSECWCR001;Microsoft Windows Server 2022 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
DSECWCR002;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Desarrollo;Windows 2022 Standard - 10.0.20348;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;DSECWCR002;Microsoft Windows Server 2022 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
DSECWCR003;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Desarrollo;Windows 2022 Standard - 10.0.20348;NO ENCONTRADO EN PLAN;Integracion Vmware (Vcenters);CON SOPORTE;DSECWCR003;Microsoft Windows Server 2022 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
DSECWDB001;1;BDD INST;ENP;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Desarrollo;Windows 2019 Standard - 10.0.17763;NO ENCONTRADO EN PLAN;Evaluar ;CON SOPORTE;DSECWDB001;mariadb;DSECWDB001;;
DSECWDB001;0;BDD INST;ENP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Desarrollo;Windows 2019 Standard - 10.0.17763;NO ENCONTRADO EN PLAN;Evaluar ;CON SOPORTE;DSECWDB001;MicrosoftSQLServer;DSECWDB001;;
DSECWDB001;0;BDD SERV;ENP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Desarrollo;Windows 2019 Standard - 10.0.17763;NO ENCONTRADO EN PLAN;Evaluar ;CON SOPORTE;DSECWDB001;mariadb;DSECWDB001;;
DSECWDB001;0;BDD SERV;ENP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Desarrollo;Windows 2019 Standard - 10.0.17763;NO ENCONTRADO EN PLAN;Evaluar ;CON SOPORTE;DSECWDB001;MicrosoftSQLServer;DSECWDB001;;
dsecwdb001;0;WINTEL;ENP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Desarrollo;Windows 2019 Standard - 10.0.17763;NO ENCONTRADO EN PLAN;Evaluar ;CON SOPORTE;dsecwdb001;Microsoft Windows Server 2019 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
DSECWDB002;1;BDD INST;ENP;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Desarrollo;Windows 2019 Standard - 10.0.17763;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;DSECWDB002;MicrosoftSQLServer;DSECWDB002;;
DSECWDB002;0;BDD SERV;ENP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Desarrollo;Windows 2019 Standard - 10.0.17763;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;DSECWDB002;MicrosoftSQLServer;DSECWDB002;;
